country,pr_1980,cl_1980,pr_1985,cl_1985,pr_1990,cl_1990,pr_1995,cl_1995,pr_2000,cl_2000,pr_2005,cl_2005,pr_2010,cl_2010,pr_2015,cl_2015,pr_2020,cl_2020,basic_water_access,basic_sanit_access,fin_services,improved_water_access,improved_sanit_access,limited_water_access,limited_sanit_access,safe_water_access,unimproved_water_access,unimproved_sanit_access,agricultural_land,teacher_sal,total_sch_adult,corrupt_business,childmort_ihme,continent,corruption_perception,conf_terr_deaths,dtp_vax_pct,humanrights_fsi,gdppc_ppp,gdppc_ppp_current,gini,gini3,gini2,hunger_index_ifpri,corrupt_gov,hdi_undp,humanrights_fariss,corrupt_judges,corrupt_legislature,corrupt_localgov,mil_spend_pct_gdp,mil_spend_total,cell_subscribers_per100,childmort_,no_water_access,no_sanit_access,gdppc_output_pwt,docs_perk,corrupt_police,regime,pop_est2,pop_est,pop_total,corrupt_exec,corrupt_relig,corrupt_tax,ruggedness,tax_rev_ictd,corrupt_trad,worldbank_region,col.belgium,col.britain,col.france,col.germany,col.italy,col.netherlands,col.portugal,col.spain,colstart.belgium_max,colstart.britain_max,colstart.france_max,colstart.germany_max,colstart.italy_max,colstart.netherlands_max,colstart.portugal_max,colstart.spain_max,colend.belgium_max,colend.britain_max,colend.france_max,colend.germany_max,colend.italy_max,colend.netherlands_max,colend.portugal_max,colend.spain_max,colstart.belgium_mean,colstart.britain_mean,colstart.france_mean,colstart.germany_mean,colstart.italy_mean,colstart.netherlands_mean,colstart.portugal_mean,colstart.spain_mean,colend.belgium_mean,colend.britain_mean,colend.france_mean,colend.germany_mean,colend.italy_mean,colend.netherlands_mean,colend.portugal_mean,colend.spain_mean
Oman,6,6,6,6,6,6,6,6,6,5,6,5,6,5,6,5,6,5,92.16802469,99.32024218,73.60242,99.70944458,99.99999522,7.541419893,0.679753043,90.55715729,0.260405204,4.78e-6,1458890,NA,9.5,NA,1.128,Asia,52,0,99,7.4,27294.5729762764,28448.8587759504,NA,NA,NA,10.8,NA,0.821,0.806570325,NA,NA,NA,8.76127575893143,9080000000,138.2321115,1.14,0.030150217,0,27338.375,2.0031,NA,-8,5223376,5223376,5106622,NA,NA,NA,NA,2.528637,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pakistan,7,5,4,5,4,4,3,5,6,5,6,5,4,5,4,5,5,5,90.14896508,68.39731114,8.706139,93.97124461,78.93041898,3.822279525,10.53310784,35.83886904,4.413307574,13.76622135,36300000,NA,5.2,44,5.847,Asia,33,500,75,8.6,4622.77076938075,4876.63055364354,31.60009,33.119999,33.450001,32.6,60,0.562,-1.581048329,41,55,NA,3.9769507123183,9931000000,76.37688644,6.720000000000001,1.61544782,7.303359668,5303.3789,0.9801,76,7,225199929,225199929,220892331,NA,35,NA,NA,11.402572,NA,South Asia,0,1,0,0,0,0,0,0,NA,1857,NA,NA,NA,NA,NA,NA,NA,1947,NA,NA,NA,NA,NA,NA,NA,1830,NA,NA,NA,NA,NA,NA,NA,1947,NA,NA,NA,NA,NA,NA
Palau,NA,NA,NA,NA,NA,NA,1,2,1,2,1,1,1,1,1,1,1,1,99.6575455,99.62327456,NA,99.6575455,99.62327456,0,0,91.31174637,0.342454498,0.376725438,4300,NA,12.3,NA,NA,Oceania,NA,0,97,NA,17572.6226006793,18315.7677214557,NA,NA,NA,NA,NA,0.798,4.288570679,NA,NA,NA,NA,NA,134.4070195,1.7300000000000002,0,0,NA,1.4205,NA,NA,18174,18174,18092,NA,NA,NA,NA,20.001429,NA,NA,0,0,0,1,0,0,0,1,NA,NA,NA,1885,NA,NA,NA,1886,NA,NA,NA,1914,NA,NA,NA,1899,NA,NA,NA,1885,NA,NA,NA,1886,NA,NA,NA,1914,NA,NA,NA,1899
Panama,4,4,6,3,4,2,2,3,1,2,1,2,1,2,2,2,2,2,94.37254436,84.57385023,43.40355,96.24602495,87.15503769,1.873480592,2.581187461,NA,2.262304247,8.651733511,2259000,NA,10.2,NA,1.862,North America,37,0,88,4.7,25381.8484472504,26775.6944526998,49.83834,56.84,50.810001,9.1,NA,0.789,2.205342238,NA,NA,NA,0,0,131.8517704,1.4900000000000002,1.491670799,4.1932288,21928.211,1.5687,NA,9,4381583,4381583,4314768,NA,NA,NA,NA,12.418933000000001,NA,Latin America and Caribbean,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1519,NA,NA,NA,NA,NA,NA,NA,1821,NA,NA,NA,NA,NA,NA,NA,1514,NA,NA,NA,NA,NA,NA,NA,1820
Papua New Guinea,2,2,2,2,2,3,2,4,2,3,3,3,4,3,4,3,4,3,45.34401752,19.22383321,NA,47.47258197,23.49891859,2.128564452,4.275085387,NA,22.15762495,60.36949,1190000,NA,4.6,40,5.746,Oceania,28,0,35,6.3,4101.21888209216,4326.43760751945,41.85079,NA,NA,29.7,70,0.544,0.31711269,41,63,NA,0.372887893379971,87400000,47.61771578,4.4799999999999995,30.36979308,16.13159141,NA,0.0699,85,5,9119005,9119005,8947027,NA,7,NA,NA,12.460181,NA,NA,0,1,0,0,0,0,0,0,NA,1884,NA,NA,NA,NA,NA,NA,NA,1920,NA,NA,NA,NA,NA,NA,NA,1884,NA,NA,NA,NA,NA,NA,NA,1912,NA,NA,NA,NA,NA,NA
Paraguay,5,5,5,5,4,3,4,3,4,3,3,3,3,3,3,3,3,3,99.59346633,92.7207854,21.72015,99.99999658,96.18691557,0.406530244,3.466130172,64.08421825,3.42e-6,3.469798793,21819000,7949.55733660157,8.4,28,1.552,South America,29,0,86,6,12335.4723571841,13012.8756954841,45.65064,54.630001,47.610001,8.5,58,0.702,0.696920668,79,86,NA,0.986209173340546,360000000,110.1809661,1.94,0,0.343285633,8135.3369,1.3544,82,9,7219641,7219641,7132530,NA,16,NA,NA,9.824313,NA,Latin America and Caribbean,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1537,NA,NA,NA,NA,NA,NA,NA,1811,NA,NA,NA,NA,NA,NA,NA,1537,NA,NA,NA,NA,NA,NA,NA,1811
Peru,2,3,2,3,3,4,5,4,3,4,2,3,2,3,2,3,3,3,93.13936621,78.57670211,28.97523,93.98892556,87.4337037,0.849559351,8.857001594,51.26412978,4.150468349,8.168525431,23608700,5668.83050296735,9.2,50,1.7160000000000002,South America,35,0,88,4.8,11260.8457538125,11879.2358960654,41.5109,49.360001,43.5,8.8,65,0.75,0.740837126,85,80,NA,1.16697807536283,2551000000,131.7778873,1.32,1.860606087,4.3977708700000004,11370.371,1.3048,80,9,33359415,33359415,32971846,NA,22,NA,NA,14.168056,NA,Latin America and Caribbean,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1533,NA,NA,NA,NA,NA,NA,NA,1824,NA,NA,NA,NA,NA,NA,NA,1532,NA,NA,NA,NA,NA,NA,NA,1823
Philippines,5,5,4,3,3,3,2,4,2,3,3,3,3,3,3,3,3,4,94.10903456,82.25604781,28.06573,96.96552069,93.37731246,2.856486137,11.12126465,47.46476694,3.034479307,2.836359238,12440000,9889.55223880597,9.3,30,2.94,Asia,36,419,65,6.4,7953.58164428408,8390.35314368611,37.81171,47.650002,44.349998,20.2,64,0.699,-2.1310150390000002,56,52,NA,0.958761784880698,3990000000,154.7610716,2.7300000000000004,0,3.786328299,7679.1758,0.6004,69,8,111046910,111046910,109581085,NA,15,NA,NA,14.489544,NA,East Asia and Pacific,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1565,NA,NA,NA,NA,NA,NA,NA,1898,NA,NA,NA,NA,NA,NA,NA,1565,NA,NA,NA,NA,NA,NA,NA,1898
Poland,6,4,6,5,2,2,1,2,1,2,1,1,1,1,1,1,2,2,99.96659155,100,77.86217,99.96659155,100,0,0,98.32523453,0.033408445,0,14512000,15468.3003430092,12.3,NA,0.481,Europe,60,0,95,2.8,32238.157259275,34264.7597598664,30.23947,32.970001,31.82,NA,NA,0.865,1.815505193,NA,NA,NA,2.02269327302119,9791000000,127.7270912,0.44000000000000006,0,0,26636.91,2.3788,NA,10,37797000,37797000,37950802,NA,NA,NA,NA,35.165141,NA,Eastern Europe and Central Asia,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,99.91199367,99.60414613,87.38635,99.91199367,99.94052112,0,0.336374988,95.35370664,0.088006334,0.059478879,3573990,32644.455577201697,9.2,51,0.394,Europe,64,0,99,2.6,32181.1545372343,34495.9224734636,33.49256,38.740002,35.52,NA,46,0.847,1.939209809,66,66,NA,1.93666259574922,3750000000,116.4632624,0.3700000000000001,0,0,24309.6,5.124,38,10,10167923,10167923,10305564,NA,35,NA,NA,36.797468,NA,Advanced industrial economies,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qatar,5,5,5,5,7,5,7,6,6,6,6,5,6,5,6,5,6,5,99.56810194,100,65.87539,99.56810194,100,0,0,96.18278647,0.431898064,0,67000,NA,9.8,NA,0.795,Asia,62,0,98,5.9,85266.2105859195,89948.61058023,NA,NA,NA,NA,NA,0.856,1.671422665,NA,NA,NA,1.49993961949302,2110000000,138.3290367,0.65,0,0,93792.625,2.4852,NA,-10,2930524,2930524,2881060,NA,NA,NA,NA,4.3305,NA,NA,0,1,0,0,0,0,0,0,NA,1916,NA,NA,NA,NA,NA,NA,NA,1971,NA,NA,NA,NA,NA,NA,NA,1914,NA,NA,NA,NA,NA,NA,NA,1970,NA,NA,NA,NA,NA,NA
Romania,7,6,7,7,6,5,4,3,2,2,2,2,2,2,2,2,2,2,100,87.06644493,60.79454,100,87.3250223,0,0.258577367,81.98883112,0,12.6749777,13414000,NA,11,49,0.963,Europe,47,0,88,4.2,28832.6231487683,31945.7496566328,35.7615,29.32,28.32,5.2,50,0.811,0.936675539,58,68,NA,2.03710977605495,2816000000,117.0747154,0.7000000000000001,0,0,24348.965,2.9807,54,9,19127772,19127772,19286123,NA,23,NA,NA,26.730701,NA,Eastern Europe and Central Asia,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russia,NA,NA,NA,NA,NA,NA,3,4,5,5,6,5,6,5,6,6,7,6,96.99254807,89.3906766,67.38309,97.61454445,89.3906766,0.621996377,0,76.10420617,2.38545555,10.6093234,215494000,3735.33822533584,12,57,0.836,Europe,28,20,97,8.7,26456.3879381321,28213.4478382297,37.473009999999995,37.09,37.740002,6.1,92,0.816,-1.232211867,84,83,NA,3.87858830283894,70345000000,164.3876311,0.58,0.781833948,0,22580.941,4.0139,89,4,145912022,145912022,144104080,NA,40,NA,NA,30.589157,NA,Eastern Europe and Central Asia,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rwanda,6,6,6,6,6,6,7,6,7,6,6,5,6,5,6,6,6,6,60.41450115,68.83344246,38.14489,82.73522045,84.22071028,22.3207193,15.38726782,12.10284907,13.15480415,13.81279189,1811700,NA,4.1,10,5.0680000000000005,Africa,56,1,98,7.8,2098.7103615481,2213.96118971842,43.71005,48.549999,45.110001,28.7,9,0.524,-0.670644255,16,1,NA,1.18602780884773,105900000,76.49153596,3.4299999999999997,4.109975401,1.966497836,1997.6191,0.134,21,-3,13276517,13276517,12952209,NA,3,NA,NA,16.167303,NA,Sub-Saharan Africa,1,0,0,1,0,0,0,0,1922,NA,NA,1899,NA,NA,NA,NA,1962,NA,NA,1915,NA,NA,NA,NA,1919,NA,NA,1894,NA,NA,NA,NA,1962,NA,NA,1915,NA,NA,NA,NA
Samoa,4,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,91.83772455,96.76586368,NA,98.3586245,99.46355883,6.520899952,2.697695145,46.22855352,1.418623428,0.390928708,75700,NA,10.3,NA,1.5710000000000002,Oceania,NA,0,58,4.8,6295.73184093032,6777.77650867724,38.73181,NA,NA,NA,NA,0.713,2.560865976,NA,NA,NA,NA,NA,63.58317294,1.5,0.222752068,0.145512465,NA,0.3445,NA,NA,200144,200144,198410,NA,NA,NA,NA,25.663852,NA,NA,0,1,0,1,0,0,0,0,NA,1914,NA,1900,NA,NA,NA,NA,NA,1920,NA,1914,NA,NA,NA,NA,NA,1914,NA,1900,NA,NA,NA,NA,NA,1920,NA,1914,NA,NA,NA,NA
San Marino,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,100,100,NA,100,100,0,0,100,0,0,2300,NA,NA,NA,NA,Europe,NA,0,88,NA,60847.1067610929,63420.3271352174,NA,NA,NA,NA,NA,NA,4.269659599,NA,NA,NA,NA,NA,114.4418193,0.17,0,0,NA,6.1094,NA,NA,34010,34010,33938,NA,NA,NA,NA,16.487635,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sao Tome and Principe,6,6,7,7,5,5,1,2,1,2,2,2,2,2,2,2,2,2,78.22645516,47.62107761,NA,98.46443814,53.42490688,20.23798298,5.803829274,36.16896361,0.443519928,3.949692649,44000,NA,6.3,NA,3.4060000000000006,Africa,46,0,95,4.1,4051.60484448469,4274.09901152224,56.31984,NA,NA,NA,NA,0.589,3.331958707,NA,NA,NA,NA,NA,77.07806339,2.9800000000000004,1.09204193,42.62540047,3541.9373,0.0531,NA,NA,223364,223364,219161,NA,NA,NA,NA,12.834225,NA,NA,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,1522,NA,NA,NA,NA,NA,NA,NA,1975,NA,NA,NA,NA,NA,NA,NA,1522,NA,NA,NA,NA,NA,NA,NA,1975,NA
Saudi Arabia,6,6,6,7,7,6,7,7,7,7,7,6,7,6,7,7,7,7,100,100,69.40958,100,100,0,0,NA,0,0,173629000,NA,9.5,NA,0.8230000000000001,Asia,49,0,96,8.8,44328.1839111257,46762.4692706716,NA,NA,NA,8.5,NA,0.853,-0.995758828,NA,NA,NA,7.97983299309491,61358000000,120.5147446,0.66,0,0,38548.086,2.6117,NA,-10,35340680,35340680,34813867,NA,NA,NA,NA,4.746632,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senegal,4,4,3,4,4,3,4,5,3,4,2,3,3,3,2,2,3,3,84.90523779,56.77646012,11.92181,87.2924553,74.07045908,2.387217509,17.29399896,NA,12.60781566,14.67646055,8878000,NA,3,39,5.314,Africa,45,2,93,6.5,3300.0854932471,3481.30992187621,40.28523,NA,NA,17.2,65,0.505,0.796011622,73,60,NA,1.45006301698535,252000000,109.721371,4.53,0.09972904,11.25308036,3208.1443,0.0691,77,7,17196308,17196308,16743930,NA,31,NA,NA,16.752672,NA,NA,0,1,1,0,0,0,0,0,NA,1693,1854,NA,NA,NA,NA,NA,NA,1817,1960,NA,NA,NA,NA,NA,NA,1693,1770,NA,NA,NA,NA,NA,NA,1817,1960,NA,NA,NA,NA,NA
Serbia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4,3,95.29552932,97.89866471,83.09234,99.5397286,97.89866471,4.244199279,0,75.03841651,0.443720478,2.069644227,3464000,NA,11.1,56,0.561,Europe,39,0,97,5.2,18210.0046204616,19230.6300632762,30.351059999999997,31.969999,28.52,6.5,78,0.787,NA,82,69,NA,2.22024741791864,714000000,96.37095905,0.53,0.016550926,0.031691066,14027.709,3.1131,69,8,8697547,8697547,6908224,NA,32,NA,NA,35.916127,NA,Eastern Europe and Central Asia,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,2,3,96.85174689,100,NA,96.85174689,100,0,0,NA,3.148253109,0,1550,NA,9.5,NA,1.348,Africa,66,0,99,4.9,24361.8939424167,25699.7290739829,32.12532,NA,NA,NA,NA,0.797,1.479227588,NA,NA,NA,1.33229195732995,18000000,198.1522217,1.42,3.749108502,0,32104.805,2.1212,NA,NA,98910,98910,98462,NA,NA,NA,NA,29.719279,NA,NA,0,1,1,0,0,0,0,0,NA,1814,1756,NA,NA,NA,NA,NA,NA,1976,1794,NA,NA,NA,NA,NA,NA,1814,1756,NA,NA,NA,NA,NA,NA,1976,1794,NA,NA,NA,NA,NA
Sierra Leone,5,5,5,5,6,5,7,6,4,5,4,3,3,3,3,3,3,3,63.76628562,16.50967615,14.14885,72.78960198,54.42722332,9.023316357,37.91754717,10.62058316,15.5639457,29.18193087,3949000,NA,3.5,38,11.782,Africa,30,0,95,5.9,1648.05335993719,1738.55632694096,35.69018,NA,NA,35.7,42,0.419,0.540344793,74,53,NA,0.734967689713532,34900000,86.13360825,10.920000000000002,11.64645233,16.39084581,1394.4885,0.0251,79,7,8141343,8141343,7976985,NA,18,NA,NA,10.905437,NA,NA,0,1,0,0,0,0,0,0,NA,1896,NA,NA,NA,NA,NA,NA,NA,1961,NA,NA,NA,NA,NA,NA,NA,1838,NA,NA,NA,NA,NA,NA,NA,1961,NA,NA,NA,NA,NA,NA
Singapore,5,5,4,5,4,4,5,5,5,5,5,4,5,4,4,4,4,4,100,100,96.3526,100,100,0,0,100,0,0,660,NA,11.5,NA,0.212,Asia,85,0,96,4.9,93397.048802202,98525.9543531223,NA,NA,NA,NA,NA,0.932,1.700365887,NA,NA,NA,3.20759455704953,9986000000,155.6474064,0.25,0,0,67138.117,2.2936,NA,-2,5896684,5896684,5685807,NA,NA,NA,NA,13.24457,NA,NA,0,1,0,0,0,0,0,0,NA,1826,NA,NA,NA,NA,NA,NA,NA,1963,NA,NA,NA,NA,NA,NA,NA,1821,NA,NA,NA,NA,NA,NA,NA,1961,NA,NA,NA,NA,NA,NA
Slovakia,NA,NA,NA,NA,NA,NA,2,3,1,2,1,1,1,1,1,1,1,1,99.78769858,97.53262546,NA,100,99.95400798,0.212301424,2.421382517,99.237735850000007,0,0.045992018,1889000,12741.8153059226,12.5,45,0.652,Europe,50,0,97,3,30330.0428870265,31832.394609507,24.97015,NA,NA,5,66,0.855,1.812497515,69,61,NA,1.75599885699761,1036000000,135.5967816,0.58,0,0,24923.85,3.4156,60,10,5460726,5460726,5458827,NA,32,NA,NA,35.093719,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,NA,NA,NA,NA,NA,NA,1,2,1,2,1,1,1,1,1,1,1,1,99.5,98.09979585,97.24451,99.5,98.97905138,0,0.879255533,98.27432091,0.5,1.020948617,612000,25710.912016733902,12.2,42,0.232,Europe,60,0,95,2.3,36547.7389559849,39593.3074407023,24.63336,NA,NA,NA,50,0.896,3.157118616,54,67,NA,1.05353081015686,405000000,120.8464227,0.21,0,0,28234.734,3.0861,39,10,2078723,2078723,2100126,NA,40,NA,NA,37.631812,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,2,2,2,3,1,1,1,2,4,4,3,3,4,3,3,3,2,2,67.30102554,34.75592548,NA,73.09650385,40.61353196,5.79547831,5.857606481,NA,21.26784313,14.59552258,117000,NA,5.5,29,2.883,Oceania,44,0,94,6,2482.87191978213,2619.21900713566,37.05493000000001,NA,NA,NA,53,0.546,3.757369267,19,48,NA,NA,NA,71.37945398,1.97,5.635653025,44.79094546,NA,0.1937,85,8,703995,703995,686878,NA,3,NA,NA,16.725532,NA,NA,0,1,0,1,0,0,0,0,NA,1893,NA,1885,NA,NA,NA,NA,NA,1978,NA,1918,NA,NA,NA,NA,NA,1893,NA,1885,NA,NA,NA,NA,NA,1978,NA,1918,NA,NA,NA,NA
Somalia,7,7,7,7,7,7,7,7,6,7,6,7,7,7,7,7,7,7,56.47697339,39.30661638,7.855717,84.18117295,56.22786552,27.70419956,16.92124914,NA,13.41704303,20.65110594,44125000,NA,2.1,NA,11.04,Africa,10,1686,42,9.8,829.611428860091,875.169599242956,36.82241,NA,NA,NA,NA,NA,-1.739184553,NA,NA,NA,NA,NA,50.99230249,11.7,2.401784021,23.12102855,NA,0.023,NA,5,16359500,16359500,15893219,NA,NA,NA,NA,3.122227,NA,NA,0,1,0,0,1,0,0,0,NA,1888,NA,NA,1905,NA,NA,NA,NA,1960,NA,NA,1936,NA,NA,NA,NA,1885,NA,NA,1905,NA,NA,NA,NA,1956,NA,NA,1936,NA,NA,NA
South Africa,5,6,5,6,5,4,1,2,1,2,1,2,2,2,2,2,2,2,93.88505744,78.47461071,68.76723,96.65779363,93.23808027,2.772736186,14.76346956,NA,1.410816657,6.537759712,96341000,NA,10.1,54,3.5869999999999997,Africa,43,38,77,4.3,11466.189671582,12095.856289625,63.02607,57.77,63.029999,14.5,74,0.699,-1.061342789,50,70,NA,0.976948136071628,3424000000,165.5999383,3.45,1.931389712,0.224160013,11741.271,0.9054,83,9,60041996,60041996,59308690,NA,24,NA,NA,28.971872,NA,Sub-Saharan Africa,0,1,0,0,0,1,0,0,NA,1814,NA,NA,NA,1652,NA,NA,NA,1920,NA,NA,NA,1806,NA,NA,NA,1801,NA,NA,NA,1652,NA,NA,NA,1912,NA,NA,NA,1806,NA,NA
South Korea,5,6,4,5,2,3,2,2,2,2,1,2,1,2,2,2,2,2,99.93139665,99.9374936,94.36082,99.93139665,99.9374936,0,0,99.19081966,0.068603353,0.062506398,1652000,28352.0779044335,12.1,60,0.35400000000000004,Asia,57,0,98,2.9,42251.4450571656,43124.2946857302,31.40486,NA,NA,NA,69,0.903,1.228568362,41,79,NA,2.67358547392568,37265000000,134.4892665,0.32000000000000006,0,0,36264.551,2.3608,41,8,51305184,51305184,51780579,NA,35,NA,NA,27.304541,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Sudan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,7,7,40.95092717,15.84481734,NA,78.37789005,24.57677383,37.42696287,8.731956491,NA,13.53755519,15.29603104,28533200,NA,4.8,62,11.126,Africa,13,470,49,9.9,NA,1234.72557564895,44.14413,NA,NA,NA,46,0.388,-2.592480777,60,51,NA,3.36234159652322,525000000,20.08628008,9.62,8.084554762,60.12719512,NA,NA,43,0,11381377,11381377,11193729,NA,70,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,2,3,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,99.92561261,99.90336421,97.57531,99.92561261,99.98423932,0,0.080875113,99.58733342,0.074387391,0.01576068,26183323.9,37609.3539261148,9.8,43,0.34700000000000003,Europe,58,1,96,2.2,36215.4475907307,38334.6113444231,34.71895,31.799999,36.18,NA,42,0.891,1.191515174,51,67,NA,1.23884447747017,14994000000,118.4398,0.31000000000000005,0,0,35696.117,3.8723,37,10,46745211,46745211,47351567,NA,41,NA,NA,35.297445,NA,Advanced industrial economies,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,2,3,3,4,4,5,4,5,3,4,3,3,5,4,4,4,4,4,92.22757937,93.65293491,82.69138,92.82303752,97.62763261,0.59545815,3.974697699,NA,5.348927064,2.372367388,2811600,3099.9146029034996,10.9,9,0.929,Asia,38,282,99,9.1,12536.9417561704,13225.4088007871,39.34577,40.959999,39.810001,17.9,17,0.77,-0.526460575,4,36,NA,1.94187122045546,2058000000,144.3395582,0.71,1.82803542,0,12696.964,1.0041,31,6,21497306,21497306,21919000,NA,3,NA,NA,11.749256,NA,South Asia,0,1,0,0,0,0,1,0,NA,1798,NA,NA,NA,NA,1619,NA,NA,1948,NA,NA,NA,NA,1656,NA,NA,1797,NA,NA,NA,NA,1619,NA,NA,1948,NA,NA,NA,NA,1656,NA
Saint Kitts and Nevis,NA,NA,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,98.61185413,94.95359452,NA,98.61185413,96.30182,0,1.34822548,NA,1.388145868,2.378213913,6000,NA,8.4,NA,NA,North America,NA,0,96,NA,23259.3623116037,24536.6518405639,NA,NA,NA,NA,NA,0.778,3.05041938,NA,NA,NA,NA,NA,147.7144779,1.54,0,1.319966091,19235.061,2.6758,NA,NA,53546,53546,53192,NA,NA,NA,NA,18.45951,NA,NA,0,1,0,0,0,0,0,0,NA,1623,NA,NA,NA,NA,NA,NA,NA,1983,NA,NA,NA,NA,NA,NA,NA,1623,NA,NA,NA,NA,NA,NA,NA,1975,NA,NA,NA,NA,NA,NA
Saint Lucia,2,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,96.88784457,83.36810833,NA,98.70349673,93.75250588,1.815652166,10.38439755,NA,1.296503269,0.047831079,10600,NA,8.9,NA,1.508,North America,55,0,92,NA,12270.0132882689,12943.8219371625,51.23331,NA,NA,NA,NA,0.747,1.224225148,NA,NA,NA,NA,NA,101.6795958,2.23,0,6.199663045,7909.0635,0.6409,NA,NA,184401,184401,183629,NA,NA,NA,NA,20.350186,NA,NA,0,1,1,0,0,0,0,0,NA,1814,1650,NA,NA,NA,NA,NA,NA,1979,1814,NA,NA,NA,NA,NA,NA,1814,1650,NA,NA,NA,NA,NA,NA,1973,1814,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,2,2,2,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,95.1452199,87.1843449,NA,95.1452199,90.1596121,0,2.975267199,NA,4.8547801,6.481602689,7000,NA,8.6,NA,1.893,North America,58,0,97,NA,12105.3813615785,12770.149236556,NA,NA,NA,NA,NA,0.723,1.94245495,NA,NA,NA,NA,NA,92.86637912,1.46,0.784686397,3.358785211,8145.957,0.6648,NA,NA,111269,111269,110947,NA,NA,NA,NA,23.894638,NA,NA,0,1,0,0,0,0,0,0,NA,1762,NA,NA,NA,NA,NA,NA,NA,1979,NA,NA,NA,NA,NA,NA,NA,1762,NA,NA,NA,NA,NA,NA,NA,1974,NA,NA,NA,NA,NA,NA
